lon,lat
-122.286865,38.2975381
168.4378583,-45.92950219999999
-74.5014563,45.9682954
-93.2018908,45.0655212
-73.1238609,45.5205812
-108.0091918,53.3735933
8.675277,9.081999
77.5945627,12.9715987
148.2262176,-20.0014803
-89.6553876,39.7984623
37.906193,-0.023559
-88.7878678,43.7844397
77.96244349999999,9.5680116
-79.7625625,34.1954331
-83.0269067,40.0030112
-155.5827818,19.8967662
28.2292712,-25.7478676
-2.198083,51.0046
91.7362365,26.1445169
-121.7405167,38.5449065
-74.0404175,41.0025975
-0.4534691,50.946973
-0.1277583,51.5073509
-122.6750261,45.5051064
-90.4973286,36.0584021
-105.084423,40.5852602
-1.9011329,52.6662774
-97.01500779999999,32.9545687
-78.31974699999999,44.309058
-78.1677363,43.9593373
78.18283079999999,26.2182871
-123.8043727,48.7530991
74.6179346,15.2494813
-0.1230681,51.4571477
-120.7401385,47.7510741
-79.3831843,43.653226
13.1910073,55.7046601
-78.1633341,39.1856597
-0.1248092,51.4994794
-99.9018131,31.9685988
-85.0322444,33.0362218
-89.3985283,40.6331249
142.8100364,-38.07552159999999
-73.9441579,40.6781784
-82.90712300000001,40.4172871
77.2090212,28.6139391
-90.30994969999999,29.9563791
-0.3548294,51.809346
-101.0020119,47.5514926
138.6689697,-35.5032052
-117.9897058,33.7591757
-1.383801,54.906869
-70.6692655,-33.4488897
-110.9747108,32.2226066
-122.1416885,52.1416736
-81.2452768,42.9849233
-104.5230242,33.3942655
11.2558136,43.7695604
73.87998050000002,29.9093759
84.3962535,26.1689087
-2.094278,57.149717
-1.6760691,7.9559247
78.486671,17.385044
-6.044588999999999,52.9808207
75.8577258,22.7195687
-86.39777350000001,39.8433769
-114.7420408,44.0682019
-77.4874416,39.0437567
-73.9712488,40.7830603
-77.1945247,41.2033216
-96.5952703,32.9762327
-112.0740373,33.4483771
-94.81912849999999,38.8813958
-93.6249593,41.5868353
-157.9733333,21.3972222
-86.0688811,40.7536528
-80.2644254,43.1393867
-117.9988026,33.6594835
-98.4842465,39.011902
-97.678896,30.5082551
-97.7430608,30.267153
-81.5157535,27.6648274
-93.097702,41.8780025
-71.0661653,42.2495321
-89.3725796,38.6103264
-118.7797571,34.0259216
-77.2016062,39.1439689
9.7372649,49.1124645
-100.167611,40.910635
-73.5514908,45.5089549
-73.567256,45.5016889
2.0959429,41.3120158
-94.6858998,46.729553
-116.2023137,43.6150186
-114.3636619,43.6807402
-4.2026458,56.49067119999999
-0.300689,51.41233
-89.03177649999999,42.5083482
-91.8318334,35.20105
-119.4179324,36.778261
-77.0469214,38.8048355
-73.7948516,40.7282239
78.96288,20.593684
-101.6991921,49.577077
2.868337,49.834103
-117.1313314,55.7231344
-6.2047205,53.2602149
-93.2650108,44.977753
-117.1610838,32.715738
-97.092877,35.0077519
-87.4058525,39.0953199
-82.32482619999999,29.6516344
-0.1425516,51.5390261
-86.25198979999999,41.6763545
-88.1361888,42.1539141
-1.291693,51.8450794
-87.6297982,41.8781136
-122.2496863,47.7583576
-79.9414266,37.2709704
-96.82467319999999,32.8028764
-79.7919754,36.0726354
-120.5542012,43.8041334
-88.43646059999999,42.7651704
-82.5369872,28.4831682
-105.7820674,39.5500507
32.5825197,0.3475964
-1.822817,53.925486
-96.39774419999999,30.1668828
-4.7793835,37.8881751
-0.9847131999999998,50.8518324
-93.1852411,44.9848919
-106.6700458,52.1332144
-157.8583333,21.3069444
-97.92977429999999,38.0608445
-84.2700179,37.8393332
-77.8600012,40.7933949
-75.867482,45.5401738
138.464,-35.391
-86.5804473,35.5174913
-77.35700279999999,38.9586307
7.9974374,44.6126583
5.898713900000001,5.5324624
-91.73368459999999,35.2468204
-86.1349019,40.2671941
76.085601,29.0587757
-1.3100395,53.1067668
-122.5133117,37.5274401
-84.5120196,39.1031182
-122.8013771,45.4888761
-72.2763046,-35.589943
114.1706884,22.3116028
-123.2041429,39.2652491
-78.6568942,37.4315734
-69.4454689,45.253783
-111.9400054,33.4255104
-118.2436849,34.0522342
-90.0489801,35.1495343
-117.435048,34.0922335
-80.5882803,43.8977358
-75.52766989999999,38.9108325
-80.5882803,44.1243696
-80.24816659999999,43.5448048
-1.912358,53.867795
NA,NA
-93.0899578,44.9537029
-85.5800022,42.2011538
-1.559458,54.52361
-96.79698789999999,32.7766642
-82.3940104,34.85261759999999
-81.4359192,26.4607635
-92.28959479999999,34.7464809
-84.3738386,40.35143679999999
-74.129032,41.0414857
153.2882876,-28.8093154
5.776755,43.203551
-113.4938229,53.5461245
-107.7971722,50.285069
-97.61142369999999,38.8402805
-2.0191706,51.67479489999999
-0.1817824,51.4570716
-3.435973,55.378051
-7.953837799999999,32.2359364
-3.6065848,36.9800692
-122.8755949,42.3265152
-4.836456,50.516654
146.921099,-31.2532183
-105.937799,35.6869752
-1.890401,52.48624299999999
6.0342695,51.13916649999999
-71.4774291,41.5800945
-75.8069082,40.0010204
-101.262146,49.179644
-90.54623389999999,38.5950532
77.17340329999999,31.1048145
-111.3157393,56.51873330000001
-85.60236429999999,44.3148443
36.8219462,-1.2920659
-6.9095683,53.1589342
-97.13837439999999,49.895136
-71.0588801,42.3600825
-96.783968,44.3189457
-62.2663478,-38.7183177
-74.9805296,45.4056351
-84.5499327,33.95260200000001
4.3570677,52.01157689999999
0.013156,51.406025
1.0789089,51.280233
-8.1096143,54.653827
-3.999461,50.77721349999999
32.85357550000001,0.9860182000000001
9.792998299999999,49.1996106
5.2221665,50.1596036
-106.650422,35.0843859
-104.2116849,50.9468295
82.5511336,22.5030752
-95.3698028,29.7604267
-112.8451364,49.6955856
-122.3320708,47.6062095
0.121817,52.205337
-82.4175246,45.9003476
153.0251235,-27.4697707
153.4,-28.016667
-73.227626,44.3806065
-104.9848069,39.73932509999999
-122.7140548,38.440429
-90.0715323,29.95106579999999
115.8604572,-31.9505269
74.21793260000001,27.0238036
37.906193,-0.023559
144.9630576,-37.8136276
-1.0333573,53.9062233
-1.5490774,53.8007554
-111.7167121,53.4171353
-73.2612615,41.1408363
-73.83345539999999,42.7178558
-81.1637245,33.836081
-98.2062727,19.0414398
-86.1368768,39.8266415
-76.8028933,37.3002132
13.1040857,45.6685554
-5.93012,54.59728500000001
-1.0872979,53.95996510000001
-7.7122229,53.2356871
144.9536219,-37.8128062
-122.4194155,37.7749295
-117.2425355,33.2000368
-1.708298,52.19173
121.6283098,-27.6728168
5.291265999999999,52.132633
-83.6499321,41.04422
-83.60965159999999,40.6469982
-1.616019,51.328522
-93.14716670000001,45.0791325
-110.5168128,53.4477555
-115.361289,55.31663529999999
148.164573,-23.527291
-2.6015635,39.2683154
146.2601362,-20.0769637
13.5114978,59.4021806
-88.74811079999999,39.061988
75.3433139,19.8761653
-105.271378,40.2247075
-75.1652215,39.9525839
-72.6506488,41.5623209
-76.8616387,38.9292782
-77.4360481,37.5407246
173.4216613,-41.57269
-105.5216651,40.3772059
-88.6867538,41.9889173
-104.9594253,39.6416544
-86.158068,39.768403
-117.1661449,33.1433723
69.3554783,22.833334
136.2091547,-30.0002315
-43.1728965,-22.9068467
37.96784700000001,-2.4105236
-85.8480354,39.9322625
77.5945627,12.9715987
-77.066923,39.1531627
-66.590149,18.220833
-80.49938569999999,-5.1141844
-91.8318334,37.9642529
92.7789054,24.8332708
145.7076296,-33.9769925
-71.7988353,42.2653391
7.111703299999999,43.7223216
6.1431577,46.2043907
-99.9018131,43.9695148
-105.8103879,50.90223719999999
-89.2805015,41.6585514
-80.8543847,44.2214069
-77.4605399,38.3031837
-87.5776417,38.3612229
-74.6672226,40.3572976
-78.9006484,44.5337469
2.3522219,48.856614
-117.2404079,32.8917728
-76.8966397,38.9340002
72.8776559,19.0759837
72.5713621,23.022505
-4.316294,50.546021
-72.57784149999999,44.5588028
-74.0059728,40.7127753
-110.7753815,52.0097716
28.2409671,-26.2325897
146.8169483,-19.2589635
82.088374,25.5510396
74.4976741,15.8496953
-68.2039123,44.3876119
-91.5960643,41.6822756
-117.7149438,33.5236744
-89.671364,39.747627
-119.1728171,57.7409393
-75.212294,44.934949
-73.97095829999999,42.78702089999999
-83.0457538,42.331427
-97.0583681,36.1156071
-8.4756035,51.8985143
-91.96233269999999,30.9842977
80.2676303,13.0367914
-77.3975651,39.0783754
-82.99879419999999,39.9611755
-88.04869819999999,42.937515
-122.8238806,38.4021359
80.2707184,13.0826802
15.09113,47.37639
-74.02537149999999,40.7663711
78.00807449999999,27.1766701
-80.4294996,25.6103836
NA,NA
-110.6618976,51.9368722
-9.0567905,53.270668
-4.251806,55.864237
-105.8700901,34.5199402
151.3624266,-32.8345098
-58.3815591,-34.6036844
-96.7898034,46.8771863
-77.0368707,38.9071923
-0.8432685,52.82827839999999
-80.4139393,37.2295733
-123.4062386,46.1570548
-95.9345034,41.2565369
-122.5477298,45.7807959
151.2092955,-33.8688197
-92.2670941,34.769536
-92.27045299999999,34.7545368
-80.6326916,44.4659957
76.9558321,11.0168445
-91.91195859999999,42.6784949
-79.2468626,43.1593745
-79.82842579999999,32.8323225
78.1197754,9.9252007
-99.1495107,19.4356338
-98.3420118,40.9263957
77.3910265,28.5355161
99.6452714,11.647013
76.9904825,29.6856929
-157.9440178,21.348698
-3.533899,50.718412
-158.0209227,21.4728253
-98.49362819999999,29.4241219
-1.6777926,48.117266
-88.0075875,43.0494572
-80.1917902,25.7616798
73.712479,24.585445
37.2784835,-0.4993281
73.0296625,19.0330488
80.94616599999999,26.8466937
77.7064137,28.9844618
72.63694149999999,23.2156354
72.36932519999999,23.5879607
-96.85673740000001,46.8556534
-46.63330939999999,-23.5505199
8.3900307,49.4207609
12.5683372,55.6760968
1.14822,52.056736
-94.1288141,36.18674420000001
-83.5084973,31.4504629
144.1648027,-15.4957511
142.7027956,-20.9175738
-111.2301796,52.9136234
-121.8995741,37.4323341
-6.4923145,54.7877149
78.08156269999999,17.6140077
14.4378005,50.0755381
-122.4786854,48.7519112
-72.589811,42.1014831
-121.0610606,39.2190608
-71.042551,42.1619739
-96.6093911,47.7745617
85.16515559999999,25.6068056
-94.0138393,41.3308237
-0.6087410999999999,52.0686347
-1.584927,52.28231599999999
-34.9286096,-8.0522404
-109.9167371,22.8905327
-112.2457138,53.2308894
-6.6564169,53.60554800000001
85.8245398,20.2960587
NA,NA
19.0237815,50.26489189999999
175.1894045,-37.45579900000001
-85.5027599,32.590203700000004
-87.9064736,43.0389025
-103.7549847,19.3190634
-80.98222860000001,43.3700007
111.830535,2.287284
85.0985236,20.9516658
-7.2447879,52.6541454
5.077759899999999,50.67214999999999
138.6007456,-34.9284989
171.6469521,-43.63371919999999
-77.0019212,39.0756643
2.1734035,41.3850639
-117.2813677,54.9960104
-122.273042,37.8715226
77.4601581,31.25777179999999
138.6127513,-33.8397986
-93.63191309999999,42.0307812
-97.33005299999999,37.68717609999999
-111.562333,53.75425910000001
-99.9018131,41.4925374
-94.6707917,38.9822282
-6.4633381,52.336916
-122.2711639,37.8043514
75.7216527,29.1491875
77.3410656,11.1085242
1.443976,52.455457
-106.346771,56.130366
145.8937224,-41.0597309
-0.864038,50.79808
-91.18714659999999,30.4514677
-79.5920352,44.56205140000001
-116.2014604,43.6026952
-100.7601454,41.1402759
74.74797889999999,19.0948287
-113.9940314,46.8721284
-97.0909641,47.9113659
-75.37045789999999,40.6259316
-75.39518079999999,40.6014873
-2.410369,52.77001199999999
-2.4834679,52.37843400000001
-2.406981,52.21182890000001
0.531359,52.008015
-81.2430735,42.9830616
-100.7837392,46.8083268
-73.1231921,44.496469
-76.9947643,38.9075366
-81.47183869999999,43.6635614
-157.7394444,21.4022222
-89.0247642,39.8464179
18.052167,59.20977260000001
-72.66566399999999,41.523649
-98.0016988,49.5085651
-113.550005,53.3092225
-95.712891,37.09024
-111.8412502,33.3061605
-8.0064684,52.7858707
-0.6257463,40.1327101
-84.0907246,9.9280694
3.3106757,50.8567031
-121.5566373,37.0029828
-122.5616448,37.9746458
-78.241388,35.911879
-77.0172452,38.8847743
28.1262927,-25.9991795
-0.1932794,51.5010095
-112.3246042,33.6130942
-101.8551665,33.5778631
-92.3621369,45.3069062
-96.7025955,40.813616
-80.4136271,42.7967232
-1.829833,52.4750743
-96.89990569999999,46.8769487
-93.1668858,44.8041322
-108.8574664,53.5965374
-117.8265049,33.6845673
-96.89611509999999,32.9265137
120.4933624,14.7128091
-2.586728,50.950079
152.9382447,-29.7256818
-81.7786972,26.339806
-73.943202,40.799362
-93.3979445,44.9767123
-78.63929739999999,35.7821824
-124.508523,-8.783195
-85.1393513,41.079273
-87.5710898,37.9715592
147.1440875,-41.43322149999999
-73.21207199999999,44.4758825
7.183495099999999,50.9044746
-93.8855768,41.6119903
24.9383791,60.16985569999999
-1.470085,53.38112899999999
-1.77761,52.411811
-80.398387,25.7587114
-96.58440829999999,39.19357
-94.8791294,38.5722353
-99.9500904,49.848471
-90.42984009999999,38.7131073
-0.09301369999999999,51.4740846
-110.7552593,54.2971572
0.263695,51.132377
-96.728333,43.5473028
0.191002,52.26558199999999
-101.8312969,35.2219971
77.45375779999999,28.6691565
-118.3920692,56.0695785
-75.69719309999999,45.4215296
75.7138884,15.3172775
-3.2037961,54.90198100000001
-82.9000751,32.1656221
75.63551489999999,15.4315406
-89.574563,44.52357920000001
-106.1311288,38.8422178
-73.8648268,40.8447819
-71.8022934,42.2625932
-80.32131059999999,43.7236325
2.5994562,49.0238071
-78.4531994,38.0086043
-74.4056612,40.0583238
27.7959713,-25.6099895
-3.7837117,52.1306607
13.404954,52.52000659999999
-7.692053599999999,53.1423672
-0.5470554,42.57171659999999
-61.222503,10.691803
-6.2502401,58.50006899999999
0.4685497,51.7355868
79.98884129999999,12.6819372
-97.0557846,32.5713655
-73.7562317,42.6525793
-105.2705456,40.0149856
-72.6733723,41.7658043
148.6778504,-33.8281444
-9.4289369,54.0152604
-117.2919818,33.0369867
-97.39638099999999,27.8005828
150.9920496,-29.2892966
-118.4911912,34.0194543
-1.284886,50.588306
-79.01929969999999,35.7595731
-99.73314390000002,32.4487364
-114.1198759,51.7950421
-80.5204096,43.4642578
-123.0867536,44.0520691
-80.17159099999999,43.152667
-102.2720446,50.9951212
84.12400799999999,28.394857
-82.19103779999999,42.4048028
-77.00635849999999,38.8868888
-1.38498,54.307958
75.7138884,19.7514798
149.1244,-35.3081
-71.3824374,42.4072107
-77.03005089999999,38.89127930000001
-118.4109089,33.8847361
-0.864726,52.06315799999999
150.8692954,-32.5057152
-104.7034999,49.11824259999999
71.1923805,22.258652
-104.9041365,39.7698823
145.1090089,-37.8494981
101.6490959,12.7797397
-91.992953,41.1855708
15.9794237,48.400123
-0.7594171,52.0406224
153.366667,-28.35
-84.3879824,33.7489954
-84.2963123,33.7748275
-117.6508876,34.0633443
121.7223973,-33.4406465
-96.80111,33.2362278
-84.9994088,41.6347726
78.03219179999999,30.3164945
-97.08195409999999,32.8370727
-84.5824329,33.8187167
-123.3656444,48.4284207
25.64031,-25.855978
77.0150735,28.99308229999999
-93.21851439999999,36.6436731
-97.6505822,32.7626286
-112.6227938,49.7280081
-118.7114513,55.7559644
116.6742108,-31.6478698
-104.990251,39.7392358
-0.358953,51.81845999999999
-3.188267,55.953252
-82.08429009999999,42.7071129
-2.6067273,54.4526134
-87.57382899999999,38.203891
-0.0173437,51.5901769
23.738064,38.0852204
-0.7302489999999999,52.396322
-79.9958864,40.44062479999999
-76.64127119999999,39.0457549
7.6261347,51.9606649
-7.8760747,52.4409548
-80.47714719999999,43.5656002
-97.9850117,30.3479797
-1.3038762,50.91364280000001
-88.3099213,41.8874445
29.873888,-1.940278
-122.4346645,38.481946
-79.580669,43.1458068
-105.5911007,41.3113669
144.6832081,-37.4437804
-81.3656242,28.6611089
-114.0718831,51.04473309999999
-93.3702186,44.9597376
-85.7051116,42.293951
-0.683017,53.3950699
-81.091203,32.0808989
121.0244452,14.554729
120.9621165,14.115286
-117.4260465,47.6587802
-87.8721602,41.98675069999999
-87.2913629,30.5815828
-110.3625658,46.8796822
-85.7584557,38.2526647
-106.9426066,52.2535626
1.297355,52.6308859
-6.2603097,53.3498053
-0.07243759999999999,51.573445
4.3006999,52.0704978
-75.5732462,38.9120167
NA,NA
-0.2544088,52.2938389
-63.1673331,45.2640091
-122.2977815,40.448208
-90.19940419999999,38.6270025
-80.04229029999999,43.1886495
-84.93409199999999,31.3776754
-71.4128343,41.8239891
77.6911295,12.7105259
107.4462717,-6.540666499999999
145.45,-37.734
-6.9341359,52.8365072
-93.7501789,32.5251516
-95.30106239999999,32.3512601
-119.7689223,46.2067997
-120.4750638,46.5573492
-4.3244079,38.2700436
-90.3806725,38.6497743
-78.83830379999999,35.8778814
-78.94293290000002,43.8975446
-3.971699,55.737744
78.6568942,11.1271225
-5.051041,50.263195
5.359556,45.95843600000001
-106.6776397,52.09845010000001
-1.1743197,52.3555177
-0.0087975,51.5123792
-106.1308561,35.56281130000001
73.8567437,18.5204303
95.3468563,27.1835838
92.5966036,24.8609929
83.2184815,17.6868159
-1.374688,50.967182
-4.1426565,50.3754565
-64.1887761,-31.42008329999999
77.17339009999999,31.1048294
34.851612,31.046051
-96.79838769999999,44.3113573
-1.405792,53.05281900000001
18.4240553,-33.9248685
-0.203378,50.995881
-1.7830973,4.9015794
-0.5419217,52.0944866
-92.27045299999999,34.7545368
-81.6943605,41.49932
151.6661993,-30.5015616
-0.3413965,51.5250366
-1.2577263,51.7520209
77.0844044,23.2032399
170.7214417,-44.548055
-2.554762,53.598398
80.211083,13.014561
0.7077123,51.5459269
-104.6305933,50.9739941
-81.880915,42.445084
-76.9074739,39.0348317
-3.9369029,56.1165227
-3.8744391,41.7415221
-156.6825,20.8783333
-117.000165,46.73238749999999
5.9802653,52.3587582
-90.5776367,41.5236437
175.4375574,-39.7273356
12.2604653,45.7307784
-1.7797176,51.55577390000001
-82.44515400000002,38.4192496
1.1045468,52.6615704
121.254547,14.167774
-0.80657,53.0700391
78.6568942,22.9734229
30.0029572,-29.2106317
82.9739144,25.3176452
-80.3997748,26.1003654
-112.7434183,49.7951911
-119.3473379,36.2077288
121.0437003,14.6760413
-96.82361159999999,33.1506744
-73.243912,43.333107
-79.5629529,44.114899
